0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.919444444,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778
0.080814139,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.416684,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.092899204,0.002083333,0.081702963,0.002083333,0.002083333,0.199079386,0.002083333,0.002083333,0.078820306,0.002083333,0.002083333
0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.384939061,0.006666667,0.006666667,0.428394273,0.006666667,0.006666667,0.006666667,0.006666667
0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.073809524,0.074668214,0.002380952,0.002380952,0.002380952,0.002380952,0.787236548,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952
0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.172222222,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.672222222
0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.084493512,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.472839961,0.002380952,0.002380952,0.002380952,0.231737687,0.149024078,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952
0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.925641026,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103
0.003030303,0.003030303,0.003030303,0.003030303,0.572070107,0.108386646,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.237725065,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303
0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.62280469,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.310528644,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952
0.004166667,0.004166667,0.004166667,0.004166667,0.368584914,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.129166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.38974842
0.107666125,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.603333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.199000541,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333
0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.935555556,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222
0.002083333,0.002083333,0.071635359,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.067036531,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.662832055,0.002083333,0.002083333,0.002083333,0.144329387,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333
0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.525984378,0.001960784,0.001960784,0.203587319,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.217487127
0.001960784,0.10069436,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.067105112,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.066789345,0.061737158,0.001960784,0.132431816,0.274628542,0.134821414,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.118654998,0.001960784,0.001960784,0.001960784
0.002380952,0.27791931,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.430952381,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.089122612,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.140100935,0.002380952,0.002380952
0.002380952,0.002380952,0.077260055,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.076058912,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.631182647,0.078510743,0.077463833,0.002380952,0.002380952,0.002380952
0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.806666667,0.006666667
0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.2151006,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.722677178,0.002222222,0.002222222
0.006666667,0.606666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.206666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667
0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.861904762,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905
0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.084700109,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.765848321,0.080220801,0.002564103,0.002564103,0.002564103
0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.754571986,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.183205791,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222
0.003030303,0.003030303,0.003030303,0.143589274,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.27198318,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.135198604,0.003030303,0.003030303,0.097713789,0.093939394,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.184848485
0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.806666667,0.006666667
0.003030303,0.003030303,0.003030303,0.003030303,0.187193969,0.003030303,0.003030303,0.003030303,0.616435272,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.114552577
0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.081696803,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.084858457,0.002564103,0.002564103,0.142096953,0.002564103,0.002564103,0.22927667,0.002564103,0.316529791,0.002564103,0.002564103,0.002564103,0.084002864,0.002564103,0.002564103,0.002564103
0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.935555556,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222
0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.677871166,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.263795501,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333
0.002380952,0.573809524,0.095614586,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.069035602,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.109350411,0.002380952,0.002380952,0.002380952,0.002380952,0.092666068,0.002380952,0.002380952,0.002380952,0.002380952
